Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 October,District of Columbia,"District of Columbia, DC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Alachua County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Alachua County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Alachua County, FL",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Brevard County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Brevard County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Account Takeover,OCC,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Broward County, FL",Depository Institution,Account Takeover,OCC,Customer,Other,Funds Transfer,3
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Debit Card,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Debit Card,Personal/Business Check,2
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Other,Funds Transfer,2
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,15
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Debit Card,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,6
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Employee,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Forgeries,OCC,Customer,Debit Card,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Forgeries,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,3
2012 October,Florida,"Broward County, FL",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Identity Theft,OCC,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Broward County, FL",Depository Institution,Identity Theft,OCC,Customer,Other,Funds Transfer,3
2012 October,Florida,"Broward County, FL",Depository Institution,Multiple Individuals with Same or Similar Identities,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Florida,"Broward County, FL",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Broward County, FL",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Credit/Debit Card,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Credit/Debit Card,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Identity Theft,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Identity Theft,OCC,Employee,Other,Funds Transfer,2
2012 October,Florida,"Collier County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Collier County, FL",Depository Institution,Wire Transfer,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,6
2012 October,Florida,"Duval County, FL",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,Florida,"Duval County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Duval County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Florida,"Duval County, FL",Depository Institution,Credit/Debit Card,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Credit/Debit Card,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Employee,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Employee,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Elder Financial Exploitation,OCC,Employee,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Customer,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Customer,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Funds Transfer,2
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Duval County, FL",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Florida,"Duval County, FL",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Debit Card,Funds Transfer,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,Funds Transfer,2
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,Money Orders,1
2012 October,Florida,"Duval County, FL",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,U.S. Currency,1
2012 October,Florida,"Duval County, FL",Depository Institution,Suspicious Use of Multiple Accounts,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Duval County, FL",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Escambia County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Escambia County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Hernando County, FL",Depository Institution,Check,NCUA,Customer,Debit Card,Government Payment,1
2012 October,Florida,"Hernando County, FL",Depository Institution,Identity Theft,NCUA,Customer,Debit Card,Government Payment,1
2012 October,Florida,"Hernando County, FL",Depository Institution,Other Fraud (Type),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Hernando County, FL",Depository Institution,Other Fraud (Type),NCUA,Customer,Debit Card,U.S. Currency,1
2012 October,Florida,"Hernando County, FL",Depository Institution,Other Other Suspicious Activities,NCUA,Customer,Debit Card,Government Payment,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Check,OCC,Customer,Bonds/Notes,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Check,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Check,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Check,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Credit/Debit Card,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Other Fraud (Type),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Other Fraud (Type),NCUA,Customer,Debit Card,U.S. Currency,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Wire Transfer,NCUA,Customer,Debit Card,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,1
2012 October,Florida,"Hillsborough County, FL",Depository Institution,Wire Transfer,OCC,Customer,Other,Personal/Business Check,1
